method_id	method_label	stratum	resolver	query_id	helpful_id	risk_id	source_path	bounded_top20	ranked_count	selected_count	helpful_rank_before	risk_rank_before	helpful_rank_after	risk_rank_after	recall_at_3_before	recall_at_3_after	hsr_at_3_before	hsr_at_3_after	ndcg_at_3_before	ndcg_at_3_after	cleanhit_at_3_before	cleanhit_at_3_after	recall_at_5_before	recall_at_5_after	hsr_at_5_before	hsr_at_5_after	ndcg_at_5_before	ndcg_at_5_after	cleanhit_at_5_before	cleanhit_at_5_after
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_082::wrong_precondition::q1	sra_v2_2::theoremqa_082::wrong_precondition::helpful	sra_v2_2::theoremqa_082::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_083::wrong_precondition::q1	sra_v2_2::theoremqa_083::wrong_precondition::helpful	sra_v2_2::theoremqa_083::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_084::wrong_resource_pointer::q1	sra_v2_2::theoremqa_084::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_084::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_085::wrong_resource_pointer::q1	sra_v2_2::theoremqa_085::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_085::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_086::wrong_precondition::q1	sra_v2_2::theoremqa_086::wrong_precondition::helpful	sra_v2_2::theoremqa_086::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_087::wrong_resource_pointer::q1	sra_v2_2::theoremqa_087::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_087::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_088::wrong_resource_pointer::q1	sra_v2_2::theoremqa_088::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_088::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	4	3		2	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.43067655807339306	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_089::wrong_precondition::q1	sra_v2_2::theoremqa_089::wrong_precondition::helpful	sra_v2_2::theoremqa_089::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_090::wrong_precondition::q1	sra_v2_2::theoremqa_090::wrong_precondition::helpful	sra_v2_2::theoremqa_090::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_091::wrong_resource_pointer::q1	sra_v2_2::theoremqa_091::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_091::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	17	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_092::wrong_precondition::q1	sra_v2_2::theoremqa_092::wrong_precondition::helpful	sra_v2_2::theoremqa_092::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_093::wrong_resource_pointer::q1	sra_v2_2::theoremqa_093::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_093::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_094::wrong_precondition::q1	sra_v2_2::theoremqa_094::wrong_precondition::helpful	sra_v2_2::theoremqa_094::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_095::wrong_resource_pointer::q1	sra_v2_2::theoremqa_095::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_095::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_096::wrong_precondition::q1	sra_v2_2::theoremqa_096::wrong_precondition::helpful	sra_v2_2::theoremqa_096::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_097::wrong_resource_pointer::q1	sra_v2_2::theoremqa_097::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_097::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	5	6	3		0.0	1.0	0.0	0.0	0.0	0.5	0.0	1.0	1.0	1.0	0.0	0.0	0.38685280723454163	0.5	1.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_098::wrong_resource_pointer::q1	sra_v2_2::theoremqa_098::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_098::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_099::wrong_resource_pointer::q1	sra_v2_2::theoremqa_099::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_099::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_100::wrong_precondition::q1	sra_v2_2::theoremqa_100::wrong_precondition::helpful	sra_v2_2::theoremqa_100::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_101::wrong_precondition::q1	sra_v2_2::theoremqa_101::wrong_precondition::helpful	sra_v2_2::theoremqa_101::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_102::wrong_resource_pointer::q1	sra_v2_2::theoremqa_102::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_102::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_103::wrong_resource_pointer::q1	sra_v2_2::theoremqa_103::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_103::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	3	4	2		1.0	1.0	0.0	0.0	0.5	0.6309297535714575	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.6309297535714575	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_104::wrong_precondition::q1	sra_v2_2::theoremqa_104::wrong_precondition::helpful	sra_v2_2::theoremqa_104::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_105::wrong_resource_pointer::q1	sra_v2_2::theoremqa_105::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_105::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	3	4	3		1.0	1.0	0.0	0.0	0.5	0.5	1.0	1.0	1.0	1.0	1.0	0.0	0.5	0.5	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_106::wrong_precondition::q1	sra_v2_2::theoremqa_106::wrong_precondition::helpful	sra_v2_2::theoremqa_106::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	11	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_107::wrong_precondition::q1	sra_v2_2::theoremqa_107::wrong_precondition::helpful	sra_v2_2::theoremqa_107::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_108::wrong_resource_pointer::q1	sra_v2_2::theoremqa_108::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_108::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_109::wrong_precondition::q1	sra_v2_2::theoremqa_109::wrong_precondition::helpful	sra_v2_2::theoremqa_109::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_110::wrong_precondition::q1	sra_v2_2::theoremqa_110::wrong_precondition::helpful	sra_v2_2::theoremqa_110::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_111::wrong_resource_pointer::q1	sra_v2_2::theoremqa_111::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_111::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_112::wrong_resource_pointer::q1	sra_v2_2::theoremqa_112::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_112::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_113::wrong_precondition::q1	sra_v2_2::theoremqa_113::wrong_precondition::helpful	sra_v2_2::theoremqa_113::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_114::wrong_resource_pointer::q1	sra_v2_2::theoremqa_114::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_114::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_115::wrong_precondition::q1	sra_v2_2::theoremqa_115::wrong_precondition::helpful	sra_v2_2::theoremqa_115::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_116::wrong_resource_pointer::q1	sra_v2_2::theoremqa_116::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_116::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_117::wrong_precondition::q1	sra_v2_2::theoremqa_117::wrong_precondition::helpful	sra_v2_2::theoremqa_117::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_118::wrong_resource_pointer::q1	sra_v2_2::theoremqa_118::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_118::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_119::wrong_precondition::q1	sra_v2_2::theoremqa_119::wrong_precondition::helpful	sra_v2_2::theoremqa_119::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_120::wrong_resource_pointer::q1	sra_v2_2::theoremqa_120::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_120::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_121::wrong_resource_pointer::q1	sra_v2_2::theoremqa_121::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_121::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_122::wrong_resource_pointer::q1	sra_v2_2::theoremqa_122::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_122::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_123::wrong_resource_pointer::q1	sra_v2_2::theoremqa_123::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_123::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_124::wrong_resource_pointer::q1	sra_v2_2::theoremqa_124::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_124::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_125::wrong_resource_pointer::q1	sra_v2_2::theoremqa_125::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_125::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_126::wrong_precondition::q1	sra_v2_2::theoremqa_126::wrong_precondition::helpful	sra_v2_2::theoremqa_126::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_127::wrong_resource_pointer::q1	sra_v2_2::theoremqa_127::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_127::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_128::wrong_resource_pointer::q1	sra_v2_2::theoremqa_128::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_128::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_129::wrong_resource_pointer::q1	sra_v2_2::theoremqa_129::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_129::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_130::wrong_precondition::q1	sra_v2_2::theoremqa_130::wrong_precondition::helpful	sra_v2_2::theoremqa_130::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_131::wrong_resource_pointer::q1	sra_v2_2::theoremqa_131::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_131::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_132::wrong_resource_pointer::q1	sra_v2_2::theoremqa_132::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_132::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_133::wrong_precondition::q1	sra_v2_2::theoremqa_133::wrong_precondition::helpful	sra_v2_2::theoremqa_133::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_134::wrong_resource_pointer::q1	sra_v2_2::theoremqa_134::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_134::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	14	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_135::wrong_precondition::q1	sra_v2_2::theoremqa_135::wrong_precondition::helpful	sra_v2_2::theoremqa_135::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_136::wrong_resource_pointer::q1	sra_v2_2::theoremqa_136::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_136::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_137::wrong_precondition::q1	sra_v2_2::theoremqa_137::wrong_precondition::helpful	sra_v2_2::theoremqa_137::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	4	2			0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.43067655807339306	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_138::wrong_resource_pointer::q1	sra_v2_2::theoremqa_138::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_138::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	16	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_139::wrong_resource_pointer::q1	sra_v2_2::theoremqa_139::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_139::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_140::wrong_precondition::q1	sra_v2_2::theoremqa_140::wrong_precondition::helpful	sra_v2_2::theoremqa_140::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	10	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_141::wrong_precondition::q1	sra_v2_2::theoremqa_141::wrong_precondition::helpful	sra_v2_2::theoremqa_141::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	12	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_142::wrong_resource_pointer::q1	sra_v2_2::theoremqa_142::wrong_resource_pointer::helpful	sra_v2_2::theoremqa_142::wrong_resource_pointer::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	13	1	2	1		1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_143::wrong_precondition::q1	sra_v2_2::theoremqa_143::wrong_precondition::helpful	sra_v2_2::theoremqa_143::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15	2	1		1	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.6309297535714575	0.0	0.0	0.0
skillrouter_official	SkillRouter	core	text_cluster	core::sra_v2_2::theoremqa_144::wrong_precondition::q1	sra_v2_2::theoremqa_144::wrong_precondition::helpful	sra_v2_2::theoremqa_144::wrong_precondition::execution_risk	fixed_rank_archive:skillrouter_official:core	1	20	15					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
