method_id	query_case_id	rank	candidate_id	score	candidate_role
bge_m3_bge_reranker	core::sra_v2_2::champ_040::wrong_precondition::q1	17	sra_v2_2::champ_077::wrong_precondition::execution_risk	-1.8152899742126465	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_040::wrong_precondition::q1	18	sra_v2_2::champ_077::wrong_precondition::helpful	-1.8951973915100098	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_040::wrong_precondition::q1	19	sra_v2_2::champ_025::wrong_precondition::execution_risk	-3.3468375205993652	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_040::wrong_precondition::q1	20	sra_v2_2::champ_025::wrong_precondition::helpful	-3.55649995803833	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	1	sra_v2_2::champ_030::wrong_precondition::helpful	-0.34543636441230774	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	2	sra_v2_2::champ_030::wrong_precondition::execution_risk	-0.44681286811828613	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	3	sra_v2_2::theoremqa_291::wrong_precondition::execution_risk	-1.4673712253570557	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	4	sra_v2_2::theoremqa_291::wrong_precondition::helpful	-1.6296296119689941	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	5	sra_v2_2::champ_039::wrong_resource_pointer::execution_risk	-1.860727310180664	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	6	sra_v2_2::theoremqa_014::wrong_resource_pointer::execution_risk	-1.954531192779541	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	7	sra_v2_2::champ_039::wrong_resource_pointer::helpful	-2.012575149536133	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	8	sra_v2_2::champ_016::wrong_precondition::helpful	-2.0717663764953613	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	9	sra_v2_2::theoremqa_014::wrong_resource_pointer::helpful	-2.164085865020752	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	10	sra_v2_2::champ_016::wrong_precondition::execution_risk	-2.3069372177124023	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	11	sra_v2_2::theoremqa_241::wrong_resource_pointer::helpful	-2.716416120529175	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	12	sra_v2_2::theoremqa_241::wrong_resource_pointer::execution_risk	-2.7542498111724854	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	13	sra_v2_2::theoremqa_253::wrong_precondition::execution_risk	-2.760921001434326	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	14	sra_v2_2::theoremqa_253::wrong_precondition::helpful	-2.772231101989746	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	15	sra_v2_2::theoremqa_265::wrong_resource_pointer::execution_risk	-3.706120491027832	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	16	sra_v2_2::champ_037::wrong_precondition::execution_risk	-4.246313095092773	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	17	sra_v2_2::champ_037::wrong_precondition::helpful	-4.3401288986206055	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	18	sra_v2_2::champ_054::wrong_resource_pointer::execution_risk	-5.137873649597168	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	19	sra_v2_2::champ_054::wrong_resource_pointer::helpful	-5.528447151184082	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_041::wrong_resource_pointer::q1	20	sra_v2_2::champ_032::wrong_precondition::execution_risk	-5.999937057495117	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	1	sra_v2_2::champ_073::wrong_precondition::execution_risk	0.79121333360672	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	2	sra_v2_2::champ_010::wrong_precondition::helpful	0.6437158584594727	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	3	sra_v2_2::champ_010::wrong_precondition::execution_risk	0.5307610630989075	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	4	sra_v2_2::champ_073::wrong_precondition::helpful	0.507329523563385	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	5	sra_v2_2::theoremqa_176::wrong_resource_pointer::helpful	-0.8720368146896362	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	6	sra_v2_2::theoremqa_176::wrong_resource_pointer::execution_risk	-0.9729771614074707	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	7	sra_v2_2::champ_033::wrong_precondition::execution_risk	-1.6811494827270508	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	8	sra_v2_2::champ_054::wrong_resource_pointer::helpful	-1.6878552436828613	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	9	sra_v2_2::champ_033::wrong_precondition::helpful	-1.8098387718200684	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	10	sra_v2_2::champ_015::wrong_precondition::helpful	-1.9490396976470947	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	11	sra_v2_2::champ_054::wrong_resource_pointer::execution_risk	-2.0420212745666504	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	12	sra_v2_2::theoremqa_025::wrong_precondition::execution_risk	-2.083015203475952	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	13	sra_v2_2::champ_015::wrong_precondition::execution_risk	-2.2124974727630615	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	14	sra_v2_2::theoremqa_253::wrong_precondition::execution_risk	-2.753512382507324	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	15	sra_v2_2::theoremqa_253::wrong_precondition::helpful	-2.7739548683166504	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	16	sra_v2_2::theoremqa_289::wrong_resource_pointer::helpful	-2.874819755554199	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	17	sra_v2_2::theoremqa_289::wrong_resource_pointer::execution_risk	-3.29843807220459	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	18	sra_v2_2::theoremqa_298::wrong_precondition::execution_risk	-3.4138028621673584	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	19	sra_v2_2::champ_066::wrong_resource_pointer::execution_risk	-3.934737205505371	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_042::wrong_precondition::q1	20	sra_v2_2::champ_066::wrong_resource_pointer::helpful	-4.051755428314209	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	1	sra_v2_2::theoremqa_212::wrong_precondition::execution_risk	-4.006979942321777	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	2	sra_v2_2::theoremqa_212::wrong_precondition::helpful	-4.253182888031006	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	3	sra_v2_2::theoremqa_202::wrong_precondition::execution_risk	-4.724045753479004	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	4	sra_v2_2::theoremqa_202::wrong_precondition::helpful	-4.772958755493164	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	5	sra_v2_2::champ_045::wrong_precondition::helpful	-4.8441877365112305	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	6	sra_v2_2::champ_045::wrong_precondition::execution_risk	-4.904651165008545	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	7	sra_v2_2::champ_010::wrong_precondition::helpful	-4.9174723625183105	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	8	sra_v2_2::champ_010::wrong_precondition::execution_risk	-4.9475836753845215	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	9	sra_v2_2::champ_032::wrong_precondition::helpful	-4.955014228820801	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	10	sra_v2_2::champ_032::wrong_precondition::execution_risk	-5.059316635131836	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	11	sra_v2_2::champ_047::wrong_resource_pointer::execution_risk	-5.171604156494141	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	12	sra_v2_2::champ_049::wrong_precondition::execution_risk	-5.199206352233887	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	13	sra_v2_2::champ_049::wrong_precondition::helpful	-5.267492294311523	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	14	sra_v2_2::theoremqa_265::wrong_resource_pointer::helpful	-5.291301250457764	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	15	sra_v2_2::champ_047::wrong_resource_pointer::helpful	-5.368833541870117	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	16	sra_v2_2::theoremqa_265::wrong_resource_pointer::execution_risk	-5.374225616455078	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	17	sra_v2_2::champ_051::wrong_resource_pointer::execution_risk	-5.5126118659973145	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	18	sra_v2_2::champ_077::wrong_precondition::execution_risk	-5.539841651916504	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	19	sra_v2_2::champ_051::wrong_resource_pointer::helpful	-5.546360015869141	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_043::wrong_precondition::q1	20	sra_v2_2::champ_077::wrong_precondition::helpful	-5.56002140045166	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	1	sra_v2_2::champ_032::wrong_precondition::helpful	-0.6991909742355347	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	2	sra_v2_2::champ_032::wrong_precondition::execution_risk	-0.9035089612007141	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	3	sra_v2_2::champ_044::wrong_precondition::execution_risk	-1.110154390335083	risk
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	4	sra_v2_2::champ_044::wrong_precondition::helpful	-1.3242242336273193	helpful
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	5	sra_v2_2::champ_052::wrong_resource_pointer::helpful	-1.6302452087402344	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	6	sra_v2_2::champ_051::wrong_resource_pointer::helpful	-1.719941258430481	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	7	sra_v2_2::champ_086::wrong_precondition::helpful	-1.7672772407531738	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	8	sra_v2_2::champ_086::wrong_precondition::execution_risk	-1.8507250547409058	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	9	sra_v2_2::champ_051::wrong_resource_pointer::execution_risk	-1.9947526454925537	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	10	sra_v2_2::champ_052::wrong_resource_pointer::execution_risk	-2.039243698120117	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	11	sra_v2_2::champ_077::wrong_precondition::helpful	-2.2257258892059326	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	12	sra_v2_2::champ_077::wrong_precondition::execution_risk	-2.348273277282715	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	13	sra_v2_2::champ_046::wrong_precondition::execution_risk	-2.4406840801239014	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	14	sra_v2_2::champ_046::wrong_precondition::helpful	-2.5319032669067383	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	15	sra_v2_2::theoremqa_176::wrong_resource_pointer::execution_risk	-2.9039041996002197	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	16	sra_v2_2::theoremqa_071::poisoned_procedure_clause::helpful	-3.20912504196167	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	17	sra_v2_2::theoremqa_071::poisoned_procedure_clause::execution_risk	-3.2244973182678223	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	18	sra_v2_2::theoremqa_117::wrong_precondition::execution_risk	-3.472932815551758	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	19	sra_v2_2::champ_056::wrong_precondition::helpful	-3.773224353790283	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_044::wrong_precondition::q1	20	sra_v2_2::champ_056::wrong_precondition::execution_risk	-3.994579315185547	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	1	sra_v2_2::champ_045::wrong_precondition::helpful	-0.36722898483276367	helpful
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	2	sra_v2_2::champ_045::wrong_precondition::execution_risk	-0.6085558533668518	risk
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	3	sra_v2_2::champ_049::wrong_precondition::helpful	-0.8021081686019897	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	4	sra_v2_2::champ_049::wrong_precondition::execution_risk	-0.8692193627357483	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	5	sra_v2_2::champ_050::wrong_precondition::execution_risk	-1.8373849391937256	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	6	sra_v2_2::champ_050::wrong_precondition::helpful	-2.159360647201538	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	7	sra_v2_2::champ_047::wrong_resource_pointer::helpful	-3.006969690322876	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	8	sra_v2_2::champ_047::wrong_resource_pointer::execution_risk	-3.132998466491699	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	9	sra_v2_2::champ_027::wrong_precondition::helpful	-3.3625497817993164	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	10	sra_v2_2::champ_051::wrong_resource_pointer::helpful	-3.585094928741455	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	11	sra_v2_2::champ_005::wrong_precondition::execution_risk	-3.734846830368042	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	12	sra_v2_2::champ_005::wrong_precondition::helpful	-3.78483247756958	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	13	sra_v2_2::champ_006::wrong_precondition::helpful	-3.8211278915405273	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	14	sra_v2_2::champ_027::wrong_precondition::execution_risk	-4.3115458488464355	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	15	sra_v2_2::champ_052::wrong_resource_pointer::helpful	-4.845687389373779	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	16	sra_v2_2::theoremqa_212::wrong_precondition::execution_risk	-5.029980659484863	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	17	sra_v2_2::champ_052::wrong_resource_pointer::execution_risk	-5.25275993347168	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	18	sra_v2_2::theoremqa_181::wrong_precondition::helpful	-6.28883695602417	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	19	sra_v2_2::champ_068::wrong_precondition::helpful	-6.441975116729736	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_045::wrong_precondition::q1	20	sra_v2_2::champ_068::wrong_precondition::execution_risk	-6.512969017028809	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	1	sra_v2_2::champ_044::wrong_precondition::execution_risk	-0.22862236201763153	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	2	sra_v2_2::champ_044::wrong_precondition::helpful	-0.3076574504375458	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	3	sra_v2_2::champ_010::wrong_precondition::helpful	-1.1643941402435303	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	4	sra_v2_2::champ_010::wrong_precondition::execution_risk	-1.247717022895813	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	5	sra_v2_2::theoremqa_298::wrong_precondition::helpful	-1.4588394165039062	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	6	sra_v2_2::theoremqa_088::wrong_resource_pointer::execution_risk	-1.5256091356277466	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	7	sra_v2_2::theoremqa_298::wrong_precondition::execution_risk	-1.66477370262146	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	8	sra_v2_2::theoremqa_089::wrong_precondition::helpful	-1.690962791442871	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	9	sra_v2_2::theoremqa_088::wrong_resource_pointer::helpful	-1.7268402576446533	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	10	sra_v2_2::champ_023::wrong_precondition::helpful	-1.9065189361572266	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	11	sra_v2_2::theoremqa_098::wrong_resource_pointer::helpful	-2.349294662475586	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	12	sra_v2_2::theoremqa_098::wrong_resource_pointer::execution_risk	-2.4911787509918213	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	13	sra_v2_2::champ_028::wrong_precondition::execution_risk	-2.664504051208496	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	14	sra_v2_2::champ_050::wrong_precondition::helpful	-2.718770980834961	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	15	sra_v2_2::champ_050::wrong_precondition::execution_risk	-3.147479772567749	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	16	sra_v2_2::champ_082::wrong_precondition::execution_risk	-3.1813244819641113	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	17	sra_v2_2::champ_082::wrong_precondition::helpful	-3.391402006149292	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	18	sra_v2_2::champ_068::wrong_precondition::execution_risk	-3.937750816345215	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	19	sra_v2_2::champ_068::wrong_precondition::helpful	-4.048248291015625	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_046::wrong_precondition::q1	20	skillret::df8c268e-f26b-4871-9015-af8c47f752ae	-4.201742172241211	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	1	sra_v2_2::champ_047::wrong_resource_pointer::execution_risk	-0.02528747171163559	risk
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	2	sra_v2_2::champ_047::wrong_resource_pointer::helpful	-0.19259849190711975	helpful
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	3	sra_v2_2::champ_006::wrong_precondition::execution_risk	-1.0099765062332153	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	4	sra_v2_2::theoremqa_298::wrong_precondition::execution_risk	-1.0904368162155151	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	5	sra_v2_2::champ_006::wrong_precondition::helpful	-1.3836188316345215	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	6	sra_v2_2::champ_005::wrong_precondition::execution_risk	-1.5591644048690796	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	7	sra_v2_2::champ_005::wrong_precondition::helpful	-1.716639518737793	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	8	sra_v2_2::champ_025::wrong_precondition::helpful	-1.8055615425109863	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	9	sra_v2_2::champ_025::wrong_precondition::execution_risk	-1.8511621952056885	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	10	sra_v2_2::champ_049::wrong_precondition::helpful	-1.942160725593567	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	11	sra_v2_2::champ_049::wrong_precondition::execution_risk	-1.971273422241211	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	12	sra_v2_2::champ_051::wrong_resource_pointer::execution_risk	-2.1140105724334717	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	13	sra_v2_2::champ_007::wrong_resource_pointer::helpful	-2.1952462196350098	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	14	sra_v2_2::champ_007::wrong_resource_pointer::execution_risk	-2.3302574157714844	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	15	sra_v2_2::champ_088::wrong_precondition::execution_risk	-2.5961666107177734	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	16	sra_v2_2::champ_088::wrong_precondition::helpful	-2.630629062652588	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	17	sra_v2_2::champ_077::wrong_precondition::execution_risk	-2.6797101497650146	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	18	sra_v2_2::champ_077::wrong_precondition::helpful	-2.6893773078918457	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	19	sra_v2_2::champ_052::wrong_resource_pointer::helpful	-3.033609628677368	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_047::wrong_resource_pointer::q1	20	sra_v2_2::champ_052::wrong_resource_pointer::execution_risk	-3.0519602298736572	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	1	sra_v2_2::champ_044::wrong_precondition::execution_risk	-0.22862236201763153	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	2	sra_v2_2::champ_044::wrong_precondition::helpful	-0.3076574504375458	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	3	sra_v2_2::champ_010::wrong_precondition::helpful	-1.1643941402435303	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	4	sra_v2_2::champ_010::wrong_precondition::execution_risk	-1.247717022895813	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	5	sra_v2_2::theoremqa_298::wrong_precondition::helpful	-1.4588394165039062	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	6	sra_v2_2::theoremqa_088::wrong_resource_pointer::execution_risk	-1.5256091356277466	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	7	sra_v2_2::theoremqa_298::wrong_precondition::execution_risk	-1.66477370262146	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	8	sra_v2_2::theoremqa_089::wrong_precondition::helpful	-1.690962791442871	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	9	sra_v2_2::theoremqa_088::wrong_resource_pointer::helpful	-1.7268402576446533	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	10	sra_v2_2::champ_023::wrong_precondition::helpful	-1.9065189361572266	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	11	sra_v2_2::theoremqa_098::wrong_resource_pointer::helpful	-2.349294662475586	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	12	sra_v2_2::theoremqa_098::wrong_resource_pointer::execution_risk	-2.4911787509918213	unlabeled_candidate
bge_m3_bge_reranker	core::sra_v2_2::champ_048::wrong_precondition::q1	13	sra_v2_2::champ_028::wrong_precondition::execution_risk	-2.664504051208496	unlabeled_candidate
