unit_id	stratum	difficulty_rung	domain	source_unit_id	query_case_count	blind_gate_status	oracle_gate_status	leakage_flag	role_flip	final_admission_status	judge_or_gate_surface	evidence_summary
core::sra_v2_2::champ_036::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_036::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_037::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_037::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_038::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_038::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_039::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_039::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_040::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_040::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_041::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_041::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_042::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_042::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_043::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_043::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_044::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_044::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_045::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_045::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_046::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_046::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_047::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_047::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_048::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_048::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_049::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_049::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_050::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_050::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_051::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_051::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_052::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_052::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_053::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_053::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_054::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_054::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_055::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_055::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_056::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_056::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_057::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_057::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_058::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_058::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_059::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_059::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_060::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_060::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_061::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_061::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_062::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_062::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_063::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_063::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_064::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_064::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_065::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_065::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_066::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_066::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_067::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_067::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_068::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_068::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_069::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_069::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_070::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_070::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_071::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_071::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_072::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_072::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_073::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_073::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_074::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_074::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_075::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_075::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_076::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_076::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_077::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_077::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_078::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_078::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_079::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_079::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_080::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_080::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_081::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_081::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_082::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_082::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_083::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_083::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_084::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_084::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_085::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_085::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_086::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_086::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_087::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_087::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::champ_088::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	champ	sra_v2_2::champ_088::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_000::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_000::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_001::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_001::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_002::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_002::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_003::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_003::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_004::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_004::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_005::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_005::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_006::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_006::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_007::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_007::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_008::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_008::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_009::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_009::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_010::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_010::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_011::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_011::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_012::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_012::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_013::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_013::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_014::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_014::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_015::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_015::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_016::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_016::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_017::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_017::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::logicbench_018::wrong_precondition	core_marked_sibling	L0_CORE_MARKED_SIBLING	logicbench	sra_v2_2::logicbench_018::wrong_precondition	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_000::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_000::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_001::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_001::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_002::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_002::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_003::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_003::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_004::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_004::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_005::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_005::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_006::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_006::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_007::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_007::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_008::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_008::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_009::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_009::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_010::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_010::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_011::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_011::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_012::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_012::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_013::wrong_resource_pointer	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_013::wrong_resource_pointer	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_014::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_014::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_015::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_015::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
core::sra_v2_2::medcalcbench_016::poisoned_procedure_clause	core_marked_sibling	L0_CORE_MARKED_SIBLING	medcalcbench	sra_v2_2::medcalcbench_016::poisoned_procedure_clause	1	core_static_cue_clean_rebuilt	core_admission_carried_forward	none	no	core_admission_carried_forward	core release provenance	core marked-sibling admission evidence carried forward from the audited core source layer
