candidate_id	oracle_id	provenance_surface	domain	pattern_signature	query_1_expected_side	query_2_expected_side	query_1_target_mode	query_2_target_mode	skill_A_title	skill_B_title	skill_A_chars	skill_B_chars	length_ratio_max_over_min	heading_parity	title_purpose_static_cue_asymmetry	annotation_leak_terms	query_1_exact_title_anchor_A	query_1_exact_title_anchor_B	query_2_exact_title_anchor_A	query_2_exact_title_anchor_B	query_1_anchor_jaccard_A	query_1_anchor_jaccard_B	query_2_anchor_jaccard_A	query_2_anchor_jaccard_B	skill_A_sha256	skill_B_sha256	query_1_sha256	query_2_sha256
hard_role_flip_098	hard_oracle_051	full_naturalized_repair	ad campaign analysis	calibration note review || measurement table review	A	B	measurement table review	calibration note review	Ad Campaign Analysis - Measurement Table Review	Ad Campaign Analysis - Calibration Note Review	525	539	1.0267	yes			0	0	0	0	0.0	0.0	0.0	0.0	ac3083145ea6985716766be9579cb252e06931ac70410e503852d2c74f7c62ff	4aefc1696e901d0cb445f3f0130d07eda3b946476a580e93d1be05e751c995b1	37aa74149d3635138b8f841947b38c35d00a0041b0954b5de59bdb0bf18af34b	138de8c2eef676626f7db119d7c04e9887bf9ef47a8ae39e8631efd8b2cd372f
hard_role_flip_099	hard_oracle_052	full_naturalized_repair	ad campaign analysis	request form procedure || response transcript procedure	B	A	request form procedure	response transcript procedure	Ad Campaign Analysis - Response Transcript Procedure	Ad Campaign Analysis - Request Form Procedure	546	545	1.0018	yes			0	0	0	0	0.0	0.0	0.0	0.0	9d471e9b639a1efc0db2ecb880f07725c13be80dfe8505e1e40111f84a35bbaf	de5930fccb23ce7ecdaae3eeebf43c02d064a5c15e5630ea8e5a034531c810b4	dce5c3c84d9696cd7a442734e64acb0af3a4342d014a53ce02f3340f45faf20f	4edc1c63e399eacc5ef75c7b613917b760ebd8bed515bf887302b4b56301be94
hard_role_flip_100	hard_oracle_053	full_naturalized_repair	ad campaign analysis	change memo || inventory list	A	B	inventory list	change memo	Ad Campaign Analysis - Inventory List Workflow	Ad Campaign Analysis - Change Memo Workflow	535	525	1.019	yes			0	0	0	0	0.0	0.0	0.0	0.0667	2ca160349c28e31d0b835338a1cdb3d0662f84bfa08e6b4cc05efe47ae5a1ce6	a6112b23733546e590cb1140f71cde201dc6b4653e61919aa6e50d77f6c50514	ee677e7447e667f40e5e42c67e77e677ecd76d418a59885831f6b67a7ad79bf4	f85cda86878b182d3f529769046c37d67143149ec93849fd35900442776d2221
hard_role_flip_101	hard_oracle_054	full_naturalized_repair	ad campaign analysis	guideline note review || judgment table review	B	A	judgment table review	guideline note review	Ad Campaign Analysis - Guideline Note Review	Ad Campaign Analysis - Judgment Table Review	526	551	1.0475	yes			0	0	0	0	0.0	0.0	0.0	0.0	893eee419ac73f1badc38bd6925deea9d766bc5996c28837a8dc74091d61681e	1fc9303902ddb2291e78b6e8cc1a4a1c75bc988046e9137922ac70df0e017498	692ab3f8a55c47dd491fd560a3d8429e41c6959549744b55288c24686b0731ba	fca4b6c81978b71b39f2e6ec65331e325f3673f9c630285e81c1f3e018de6e9c
hard_role_flip_102	hard_oracle_055	full_naturalized_repair	robot task replay	review note || row export	A	B	row export	review note	Robot Task Replay - Row Export Workflow	Robot Task Replay - Review Note Workflow	523	532	1.0172	yes			0	0	0	0	0.0	0.0	0.0	0.0385	ebf845d3aa85c7cfc54c09adae30d62fbbd1565cb9a85ba39502b56739aad4e7	f24047ae02e5b7aacc332f036d12177266934499cb5bb73240735fe27f13605f	79e7d27e07d95e4951f10af06c4df85b532d33e9059fda2ced7f14e33ad2b8fe	64168763d23b54983e8a7c2f0d3b2a2dac2e32d69c480b3b8737249c8eeacb5b
hard_role_flip_103	hard_oracle_056	full_naturalized_repair	robot task replay	configuration sheet review || runtime log review	B	A	configuration sheet review	runtime log review	Robot Task Replay - Runtime Log Review	Robot Task Replay - Configuration Sheet Review	522	530	1.0153	yes			0	0	0	0	0.0	0.0	0.0	0.0	d9321b294fad736a64f6bfcb77d2f5b95c6a09967ada6d1fbc0af5483f7fcd14	079996c4e5158f3975f6a210a871d03d50a5e39dc852a110543dcfcd4253ba5f	48eb253f7e5f31fe177b62c0e5630a37dfd58bbaec14ca299969b19c119926eb	974f7351419e6c19bbf99916a2b3ba845cac68d3a2ca76dbbec7291a29ad2fd9
hard_role_flip_104	hard_oracle_057	full_naturalized_repair	robot task replay	observation trace procedure || source specification procedure	A	B	source specification procedure	observation trace procedure	Robot Task Replay - Source Specification Procedure	Robot Task Replay - Observation Trace Procedure	544	526	1.0342	yes			0	0	0	0	0.0	0.0	0.0	0.0	fa593f0073b48b07c6aae8f7e7de8d25f7a3017645b066fa6250e942d922fa87	f7dd9e4afbc52e3c76e1e17254aa7f9700032da387e0646d2b63e75bdb824cc5	4cd461c901e618b61f124b255fdbecab16eb3b0014fe644630bd4cc92a3e8173	79654c74233506c7297d96a026a9b3e3887714775f2149c01c5dfbaa07508109
hard_role_flip_105	hard_oracle_058	full_naturalized_repair	robot task replay	case record || policy rubric	B	A	policy rubric	case record	Robot Task Replay - Case Record Workflow	Robot Task Replay - Policy Rubric Workflow	511	517	1.0117	yes			0	0	0	0	0.0	0.0	0.0	0.0	4777224b26d89037794b28692fce3b0ddeefe673f345d76a587b78ee94a40631	ef62026155d9fe5b5a48a691debc5445bf7f6c8cfe351de1182b5737ba923069	53ab4b9e5cdf7468fb0cc3636c022f156566e285e72836fc564a2dbd33243d0b	0f127de12f3ad767dca034f395767b332fbcf9c6102047fc244516cffe9be2b6
hard_role_flip_106	hard_oracle_059	full_naturalized_repair	robot task replay	incident note review || work plan review	A	B	work plan review	incident note review	Robot Task Replay - Work Plan Review	Robot Task Replay - Incident Note Review	514	505	1.0178	yes			0	0	0	0	0.0588	0.0	0.0588	0.0	d73e4e034a400a8ac433ea4d373906e874b0e6f5b69a9142041853b67a4fe185	9aefa09087db1c323b5fdd897d638fe00965c8edc40925bba18587c209dc6d0e	e7900136be800928d2ed09167b53d4180bfe0637942a60a98b67c80aaa94e927	51a4037ff165f37615d72ec908c4b184b59e61441c3e9f382547aa4fae8e24e4
hard_role_flip_107	hard_oracle_060	full_naturalized_repair	robot task replay	calibration note procedure || measurement table procedure	B	A	measurement table procedure	calibration note procedure	Robot Task Replay - Calibration Note Procedure	Robot Task Replay - Measurement Table Procedure	526	512	1.0273	yes			0	0	0	0	0.0	0.0	0.0	0.0	5f8e0172f1815ae76150e6c6f836e98638ae5d0024f12cd4e5f76a5b9b3a3d21	02fa53df676db9aac4e0bd2e608b12519ad464ade3c3541ad641f1598b218689	fddd5185d49bf335d04438d9d9e174f4eac77e4a2bb3fe6ef3f0dd18c8a50cb2	91344d772b923d01102b2f2f1d95bbb457695af9e754e45011c2831911c2be75
hard_role_flip_108	hard_oracle_061	full_naturalized_repair	robot task replay	request form || response transcript	A	B	request form	response transcript	Robot Task Replay - Request Form Workflow	Robot Task Replay - Response Transcript Workflow	538	546	1.0149	yes			0	0	0	0	0.0	0.0	0.0	0.0	b97b54f190ab9d6a2e0721562c9c861b6182b1df2959512519a395e8fde2fedf	9241aa7fb34624dc900c0a490717cb816089595805271dac212c0a85450d277c	4170c5fc8a9cbf2bc25891b7e89bc0f1310392e6bcfba4e836df544186d29bf0	936d5b712d6bdd2668ebb9b31e593208e482c94877942d5af0afb4534cc52d40
hard_role_flip_109	hard_oracle_062	full_naturalized_repair	robot task replay	change memo review || inventory list review	B	A	inventory list review	change memo review	Robot Task Replay - Change Memo Review	Robot Task Replay - Inventory List Review	498	512	1.0281	yes			0	0	0	0	0.0	0.0	0.0588	0.0	6ced33323849204956ad58d7831cbe4df42f1a541dea97102bc23e5718ede68c	177273598b8ae67e837326475799fcdefb0faef69dd73cc23fc3b28d1a8bc460	2524a9f2a77e27c3d80c16b16135e80af33e7f569acce4ddac01d4adf3bd666d	e64aa5eeedd48ab5273d71a49ab1a141e68265438a33ed3adb7d5bb7a2844338
hard_role_flip_110	hard_oracle_063	full_naturalized_repair	robot task replay	guideline note procedure || judgment table procedure	A	B	judgment table procedure	guideline note procedure	Robot Task Replay - Judgment Table Procedure	Robot Task Replay - Guideline Note Procedure	534	509	1.0491	yes			0	0	0	0	0.0	0.0	0.0	0.0	1de406503951762a1c55a7b4539b74009937ed233c04820a91590a25bbca721f	15520363b15633df70602596d4afa896dfc71ef332f806e5c07e5b5eedc97cd5	d113b8c71c4f8a88d2ba9b4f32e675ffa93e769b4e489d45c863ef6e574d9453	f460dadc81da919189e93666a25352ab4154411f00fb72672663c78a0cd64c8c
hard_role_flip_111	hard_oracle_064	full_naturalized_repair	scientific figure reproduction	review note review || row export review	B	A	row export review	review note review	Scientific Figure Reproduction - Review Note Review	Scientific Figure Reproduction - Row Export Review	565	560	1.0089	yes			0	0	0	0	0.0	0.0	0.0385	0.037	b5d5ddd3ce8f2c2b2d79ff6a86807bd37b9cf0615f9804b957be29ad966c7fb8	c443453d7d82e6fd78969398f3672a9b3604fb1e13ae25a614d4c87657076837	273a2bb9e3a722c35a6c07b304f2b300ce0662b3d8e43dee5a9c8414fb5dfdc0	510c04421a0bcefdbb46e87cdf7f96995f661a53e73eb9a99cc68305d7010dd2
hard_role_flip_112	hard_oracle_065	full_naturalized_repair	scientific figure reproduction	configuration sheet procedure || runtime log procedure	A	B	configuration sheet procedure	runtime log procedure	Scientific Figure Reproduction - Configuration Sheet Procedure	Scientific Figure Reproduction - Runtime Log Procedure	568	560	1.0143	yes			0	0	0	0	0.0	0.0	0.0	0.0	54122c31e97d2561009526db4291b4bab20706dfb6ed27a2c58450a8a2933a12	055e75eea5bba17dc55663b650d8c24b00ac5c9861418b39a8e9a7e5ac42f30e	13e02dd28296fe7139ec127f2d74cec1244ca2ffc4a53509de0dee5bb58df6d0	7d92e9b930648bf08455bedfa73422b8514e725abeaefb0aac499b9444f9ccf2
hard_role_flip_113	hard_oracle_066	full_naturalized_repair	scientific figure reproduction	observation trace || source specification	B	A	source specification	observation trace	Scientific Figure Reproduction - Observation Trace Workflow	Scientific Figure Reproduction - Source Specification Workflow	581	602	1.0361	yes			0	0	0	0	0.0	0.0	0.0	0.0	d22294663aae424adabe053d1f7d1385eee05618d92e5fb971f37e18f7354ede	59ba63c3ae8a7d851bcad1a698aa115605c518a77c7470af840cbbd22647763d	3fc6723a4c75f22d1398c693039d62640ee386c8b1b8a175f6b9f855a28fe3de	a8cbf06a8574e746ff9b0db50fdb1ac363233be6e4e58eabee4fd5884dd5842d
hard_role_flip_114	hard_oracle_067	full_naturalized_repair	scientific figure reproduction	case record review || policy rubric review	A	B	policy rubric review	case record review	Scientific Figure Reproduction - Policy Rubric Review	Scientific Figure Reproduction - Case Record Review	548	547	1.0018	yes			0	0	0	0	0.0	0.0	0.0	0.0	6e01e9c0bcca8bb3736b3e3ebcda59d2549710185b47a1a64a518fb260ac92b0	7edbbd2b742cd01e16ba3aeb5758d78edb8bdac94ae4671844d763e181593bf6	40cf47d437da9e82eaf4dc3cfc62c20c8be1385e7f236816c6a5b4583b8fdc0d	77fb9fdbd13e32f7b508000792d467fd192155329383ed11def2f87dad29137f
hard_role_flip_115	hard_oracle_068	full_naturalized_repair	scientific figure reproduction	incident note procedure || work plan procedure	B	A	work plan procedure	incident note procedure	Scientific Figure Reproduction - Incident Note Procedure	Scientific Figure Reproduction - Work Plan Procedure	537	546	1.0168	yes			0	0	0	0	0.0	0.0588	0.0	0.0588	c705844ff53471710e5908bbfb257b1a5fb997d6b9b9053c90d1cf0fad0c60d9	befa46d087678d9b3a1bc4a66c24b3090350f371171c7c3f909c7ab9f908c47b	26ddc17c396ee21ae5cf288d59258a1e7aee60dc19349745d818520c960e44bd	ab103c260bcb32be21f787004c3076ebf7bb087c5533c8b530c5c70cc10dbbd5
hard_role_flip_116	hard_oracle_069	full_naturalized_repair	scientific figure reproduction	calibration note || measurement table	A	B	measurement table	calibration note	Scientific Figure Reproduction - Measurement Table Workflow	Scientific Figure Reproduction - Calibration Note Workflow	552	574	1.0399	yes			0	0	0	0	0.0	0.0	0.0	0.0	01b19c68f6ec25368bb96a2ca054aa466f6eadb535641495039aa5220686ba75	cce3b45ea888d502f2b862da1786884138cdfaa4116f9a691937d59366fb9102	29c7db954d36d6f4d513819f9dfdc13889be40224ebf8d123feab8992b880443	ee945fc988c650626e808e40bfd4e43fe46a4a1176eae509bc9ed56588252dff
hard_role_flip_117	hard_oracle_070	full_naturalized_repair	scientific figure reproduction	request form review || response transcript review	B	A	request form review	response transcript review	Scientific Figure Reproduction - Response Transcript Review	Scientific Figure Reproduction - Request Form Review	577	576	1.0017	yes			0	0	0	0	0.0	0.0	0.0	0.0	165b05f3c44e97771a7a83a29a42d071587f9d2865f94f64790d921e851acb53	1dc37112b0f1a0057c565e6447e8d3037a7d6bf66012bf1171136140537e48ab	6c9f719a9567a2a84cc2c62a1c9f453caf2febd5d7bb25c258bfd6a94e2c8130	f2ac21e1232e196f96b161d9c93b33f3516c36d91d8e2051d457cb9106081612
hard_role_flip_118	hard_oracle_071	full_naturalized_repair	scientific figure reproduction	change memo procedure || inventory list procedure	A	B	inventory list procedure	change memo procedure	Scientific Figure Reproduction - Inventory List Procedure	Scientific Figure Reproduction - Change Memo Procedure	544	530	1.0264	yes			0	0	0	0	0.0	0.0	0.0	0.0588	7a2f7cd3c05c8ad0da448b7ac4566b97594777c583b019e360ee2a489223746f	95faf7bfaf22fc1e3a0a82564124d0cb4d654428193b67b79e8d32e8ae8a3d07	8cb57c6bcb4fd6ee6435f02822a930552e1aef0193262427718a60f1ceb4694e	027449fd8a4f38a131f8e52e9c59678455b5cc2d2338ed7f72c0fbbf334530a5
hard_role_flip_119	hard_oracle_072	full_naturalized_repair	scientific figure reproduction	guideline note || judgment table	B	A	judgment table	guideline note	Scientific Figure Reproduction - Guideline Note Workflow	Scientific Figure Reproduction - Judgment Table Workflow	561	586	1.0446	yes			0	0	0	0	0.0	0.0	0.0	0.0	8101591a30d5b79ef406f2e4645c3fe008f68cb3f0f24ee9d1ee33850534009e	ca58bcdcd76600d684e47efa674f1a96724f59f4233b3005d80e3f853d640fe3	57e5491fc3b3210b7abc2d39114e591f9500dc53b716d29032eca148070c8da8	210d0553f8b4fc4a195377b227320ce6aef4bee12c900e9afa1a834aab97721b
hard_role_flip_120	hard_oracle_073	full_naturalized_repair	warehouse reconciliation	review note procedure || row export procedure	A	B	row export procedure	review note procedure	Warehouse Reconciliation - Row Export Procedure	Warehouse Reconciliation - Review Note Procedure	534	539	1.0094	yes			0	0	0	0	0.0	0.0	0.0	0.0385	b6eedbe1a6187b73729d5446b2c9d358bbd4953e40c0f08594b19405ebe2cd39	243f274dd55fa3fa652277dd0a145b2b91d042ce56297bad77ad9b489fd82ec2	c0b132fb4b8d65c07c792f619b8acc054762b5332456e2ee69883265589c5c31	62d0cfadd8da5fd82af05cbd3f9c5cd7399b1fa951a2bf5410f63ba66a8fc0c0
hard_role_flip_121	hard_oracle_074	full_naturalized_repair	warehouse reconciliation	configuration sheet || runtime log	B	A	configuration sheet	runtime log	Warehouse Reconciliation - Runtime Log Workflow	Warehouse Reconciliation - Configuration Sheet Workflow	561	577	1.0285	yes			0	0	0	0	0.0	0.0	0.0	0.0	d778d94d68940cd69f9763f80c7258fe7ba82f45f8cd46ab438a17a6e1a82a86	05dc985a4a300e76d3b685a4fc9227fc6cad22227f7136b4f932a83824bdd1d0	14a8ad756ff2269c418a92ebde37c930c4f7ae059ac50337d6ad34996fd2d851	2af9043cd63044c03f2c63a78911be33f37d8880c411bee5d4cb2e26fd8e3d8f
hard_role_flip_122	hard_oracle_075	full_naturalized_repair	warehouse reconciliation	observation trace review || source specification review	A	B	source specification review	observation trace review	Warehouse Reconciliation - Source Specification Review	Warehouse Reconciliation - Observation Trace Review	573	555	1.0324	yes			0	0	0	0	0.0	0.0	0.0	0.0	a7c97f71034327fc2276ff472eebfedffe9eb1efbbdff692120498b0208bad72	82376acf06ffe73755093c166763a9cfd13d3967ab0059400db996cad2b00113	336c730e2081e27a348933e872c76483190ebc113421a55b1ae2e4273f6e6e97	dae3f1f8c2b188810a597ea7a8fe327aa5888cd7f65e22a1274619c98af42b45
hard_role_flip_123	hard_oracle_076	full_naturalized_repair	warehouse reconciliation	case record procedure || policy rubric procedure	B	A	policy rubric procedure	case record procedure	Warehouse Reconciliation - Case Record Procedure	Warehouse Reconciliation - Policy Rubric Procedure	521	522	1.0019	yes			0	0	0	0	0.0	0.0	0.0	0.0	37f76e64d67939765b3c045924deceb88105ffed065f586eac9a2e5033411bd2	eb56b27bc198622b43c554134a5a8055583439187efcc3efc2f6fdee5338d991	0f601c5ec2023a58fd4296edabc11f37393ebd4610d34d9e92b8960ddfba2540	a449b02a099a4df5423832f4b26dd9a2d3d5d7f353a57cc644ec503fce8edf7d
hard_role_flip_124	hard_oracle_077	full_naturalized_repair	warehouse reconciliation	incident note || work plan	A	B	work plan	incident note	Warehouse Reconciliation - Work Plan Workflow	Warehouse Reconciliation - Incident Note Workflow	542	525	1.0324	yes			0	0	0	0	0.0667	0.0	0.0667	0.0	6c0a7283a996cd8c5c87002ff6fe920858d52fb397e61a55567b1706792425fa	782151620f6e4c875047db32461af33ce61ac1a9869f5ca45f36021c7e2ad40a	b00483a848354e91c71f1a9f192e6ec71e30f1ecec49226db8ae306a6bada770	02f8ffef2b1c6360c1703424589a068437246214df97bf73b2aab36c8d497114
hard_role_flip_125	hard_oracle_078	full_naturalized_repair	warehouse reconciliation	calibration note review || measurement table review	B	A	measurement table review	calibration note review	Warehouse Reconciliation - Calibration Note Review	Warehouse Reconciliation - Measurement Table Review	546	532	1.0263	yes			0	0	0	0	0.0	0.0	0.0	0.0	210a2e59be0b5f144e6a5f61f23f9663c18ef00dacd9e3c78440788205b5f1e9	90f4e8bec08ec27f01bd24d85f4477958ef5e4dbfcd33992fb5781ab2bb8306f	a373b31e82d3fe344f53c27a4cb1acc74bbfe156fda5c82e0015c7304a793939	388b455f37a63569ca690396793ad6630d5bd76d0333c056fa9b98581dc681ce
hard_role_flip_126	hard_oracle_079	full_naturalized_repair	warehouse reconciliation	request form procedure || response transcript procedure	A	B	request form procedure	response transcript procedure	Warehouse Reconciliation - Request Form Procedure	Warehouse Reconciliation - Response Transcript Procedure	553	554	1.0018	yes			0	0	0	0	0.0	0.0	0.0	0.0	9c40e0f096fccaf056f918da2d22a03f55931b9d7c7f578b848b25fe9b5ad76a	c37c7cea285f8c5958cda709b263cd4eef7e1cda2277d5302e00bc171142dcd9	5dca32e182802bfd1a08df52acdbcd56dde09f0bdc9f9d651866d7119431ae9d	3c9f43242270ae8ea761b5814c3acac2ac94984f1f6aa6793b617ca8aa8c05fb
hard_role_flip_127	hard_oracle_080	full_naturalized_repair	warehouse reconciliation	change memo || inventory list	B	A	inventory list	change memo	Warehouse Reconciliation - Change Memo Workflow	Warehouse Reconciliation - Inventory List Workflow	528	533	1.0095	yes			0	0	0	0	0.0	0.0	0.0667	0.0	f15e7013bc9f10e254b3643dfe40f70834ca10a06c36d427ff0715b3c7ef983e	5dbc422d2e9517e67c479f2384326fe3a2d75e137d5e1643358aa6c4b4843d37	abf958f1acc6c0060979b73a8c101b3e1b37fe21494c910be0bf2cd0b9539b1d	54cd01c51522a855525790e1bedad2a90971cd64dc2a65189d9e641cacde41ec
hard_role_flip_128	hard_oracle_081	full_naturalized_repair	warehouse reconciliation	guideline note review || judgment table review	A	B	judgment table review	guideline note review	Warehouse Reconciliation - Judgment Table Review	Warehouse Reconciliation - Guideline Note Review	563	538	1.0465	yes			0	0	0	0	0.0	0.0	0.0	0.0	ec5ba7c6b335be16f8ff8605a02e65ded847523f6a75fb89287e4e3fc02ab7d5	ee41f576a1079d8301c41631fd509fa156420290e42d6d285cc28b21ea967934	715a77dc1f4a0e8620da9ffab50123f4a0e903933502b9e50304680b83bebd70	8d79b9607ac862f4c2fd4d2e498d471e806d0a955dff7b916d2c37d9d5af7a13
hard_role_flip_129	hard_oracle_082	full_naturalized_repair	clinical cohort extraction	review note || row export	B	A	row export	review note	Clinical Cohort Extraction - Review Note Workflow	Clinical Cohort Extraction - Row Export Workflow	542	537	1.0093	yes			0	0	0	0	0.0	0.0	0.0385	0.0	1add71d1f92af508ba07a1bd5d967a316d3b0de021af1459d310d92462811a1c	b8496555fb7d256bde09f060a50da8b36773d572846e14fe172dbabb3eaae44d	07ca1dd9aeb726a436b08200dfcdbb28c8a791bb019dd47790f9bdf528696a3b	caa5b369126232cf2c5932afb43fa0306af5ed9a6d0d5d06dc6b1740232b7c59
hard_role_flip_130	hard_oracle_083	full_naturalized_repair	clinical cohort extraction	configuration sheet review || runtime log review	A	B	configuration sheet review	runtime log review	Clinical Cohort Extraction - Configuration Sheet Review	Clinical Cohort Extraction - Runtime Log Review	549	541	1.0148	yes			0	0	0	0	0.0	0.0	0.0	0.0	6b7163b12ae09621040a9d6b07da227befba080c6a1fdedf0de37712a2650d59	78e6f9d8bba990850ff3c0cb795649ee552550955cd7d85974405cd3b2090086	866612b6584ad175a205953bc1c5d5d37a32d8401b8782c142b2691de0004690	d24063db4d9ee31d418298c70b71136ce4fb1b2a6bc5f8bfa07c6f7c36562b01
hard_role_flip_131	hard_oracle_084	full_naturalized_repair	clinical cohort extraction	observation trace procedure || source specification procedure	B	A	source specification procedure	observation trace procedure	Clinical Cohort Extraction - Observation Trace Procedure	Clinical Cohort Extraction - Source Specification Procedure	536	554	1.0336	yes			0	0	0	0	0.0	0.0	0.0	0.0	7c839816650e348c190f97225fdc43094a4e02f46738bf9c39ae2edd49e946e6	834245d17ba8c2be24e57c6d4ccd1415c199d82f4a415392f5959c8ace4fa21f	e9b002a2c5de477a914f0028056b57dfdf669296f290957c1c98143805bca6c0	b816ac4a0e5c53d2996b915a1e8edf72b9ebeabbea32d8431bc423e0a0e1a2c1
hard_role_flip_132	hard_oracle_085	full_naturalized_repair	clinical cohort extraction	case record || policy rubric	A	B	policy rubric	case record	Clinical Cohort Extraction - Policy Rubric Workflow	Clinical Cohort Extraction - Case Record Workflow	527	525	1.0038	yes			0	0	0	0	0.0	0.0	0.0	0.0	370c677e1408be6b4becb71b5e6367c4dcc0193a1b0b737c5a51a019ef5b45e3	2d9348626871646fe572abda6988445f3cff80cec1f2031192b267bc6f8db329	2f7c98ac37884f24b01df22e99e5595c200ae8cdbd72ee56d7be489c48dcf97e	501590b18dc51efa4d0eb69c128ace39a28d8230ba57112675df000fcc73752f
hard_role_flip_133	hard_oracle_086	full_naturalized_repair	clinical cohort extraction	incident note review || work plan review	B	A	work plan review	incident note review	Clinical Cohort Extraction - Incident Note Review	Clinical Cohort Extraction - Work Plan Review	528	537	1.017	yes			0	0	0	0	0.0	0.0588	0.0	0.0588	097bf8574f65c84bba371aca6dfb6cdd7f20bc2469af2f5738b0bf824fe002fa	8c65562abcace2bb1aaec8fa2927e3eebd482296022dd1b5a0354fb3003be5cc	8cbaff673c38fc901bd6bd80fa302fa02809c57464dd5fdd0bf1486006003f17	4acb0a93c94d358df616a5d79c39ac3a7489f3aafe587bdaa70d5f546cde20ed
hard_role_flip_134	hard_oracle_087	full_naturalized_repair	clinical cohort extraction	calibration note procedure || measurement table procedure	A	B	measurement table procedure	calibration note procedure	Clinical Cohort Extraction - Measurement Table Procedure	Clinical Cohort Extraction - Calibration Note Procedure	526	540	1.0266	yes			0	0	0	0	0.0	0.0	0.0	0.0	0b5483862c21df89a3ad7ce401b38da70fe93d3217b6d32d56b106d58df93d7c	884211acb6aecdd0a06664af6320faed8fbbe21513b68ef9006926d162dcca8c	75f44db6d4ebab10396985090a924540086728583e17dd67c80bb0fccf065850	6d7df7bfbaea4f3e7ccfed488ea914851d3deaceaf4d76747bb35e18fd37c72b
hard_role_flip_135	hard_oracle_088	full_naturalized_repair	clinical cohort extraction	request form || response transcript	B	A	request form	response transcript	Clinical Cohort Extraction - Response Transcript Workflow	Clinical Cohort Extraction - Request Form Workflow	552	544	1.0147	yes			0	0	0	0	0.0	0.0	0.0	0.0	0a50728650c4dd631d0acb37d6a7a06d1c8b941f02f72408cd1057335bc09d4e	e71fb8e50a0c7dcc010fb5c69bc51e0c13187fc3c332dd0a610c0c84037725c3	12739fc3dc0ac8fcf206c2dd3b9f4f46cbb94c47db197b9b34ecb93f994f4355	76e482b1fd4b5875df7ecaa3949681dc98996b13788afd41b686690a510f9bfa
hard_role_flip_136	hard_oracle_089	full_naturalized_repair	clinical cohort extraction	change memo review || inventory list review	A	B	inventory list review	change memo review	Clinical Cohort Extraction - Inventory List Review	Clinical Cohort Extraction - Change Memo Review	535	521	1.0269	yes			0	0	0	0	0.0	0.0	0.0	0.0588	83102597783c2072772e5548da7b14d565a041cba2f7fba96d2f549540f13c4f	0381cbfd111bef36e5333a4102d03a1b1b612589bda210212f03e52708c7fcc7	75d36ce8324f5765739550f6f767f26fc6fe3bb2aa34f0ce7092c10b694c0085	47ddecb2ced0fed53885a184123421f15afc9d5b53f756ad61dbfc79347234e3
hard_role_flip_137	hard_oracle_090	full_naturalized_repair	clinical cohort extraction	guideline note procedure || judgment table procedure	B	A	judgment table procedure	guideline note procedure	Clinical Cohort Extraction - Guideline Note Procedure	Clinical Cohort Extraction - Judgment Table Procedure	519	544	1.0482	yes			0	0	0	0	0.0	0.0	0.0	0.0	b5e217cd401be96710f09c7a040cb032169d12d0be220ca2d4431ced418c3209	c9e0edf2eb6850776aca92afb9b6f4ba6a0246097d9e562825af0cbd4380eff6	af7955d596a45186407ea12cfd30df4873eb74eee1463cfc54e9c5c0562d8fd2	6ca281562314db70979e7a08287142a2a4005ec3f3ba7339e18a6924fefcd587
hard_role_flip_138	hard_oracle_091	full_naturalized_repair	customer support routing	review note review || row export review	A	B	row export review	review note review	Customer Support Routing - Row Export Review	Customer Support Routing - Review Note Review	539	544	1.0093	yes			0	0	0	0	0.0	0.0	0.037	0.0385	8c24bd916db6b88336556551d0df6b1b781d78dc5654b87498e51d060af1bd4d	c5d7f7a3e259ffe9d75c1ecd960d6d20dc2a8e2424cbe0fb415f953666dfd842	9b56a84a203dae91be085a4975acae5a0728c7634a7f281e3c44669267b3971b	65a8a5edd03ddaefc2a878f8baed8e960c9f3c12d27a899934eb6ccfef96ea79
hard_role_flip_139	hard_oracle_092	full_naturalized_repair	customer support routing	configuration sheet procedure || runtime log procedure	B	A	configuration sheet procedure	runtime log procedure	Customer Support Routing - Runtime Log Procedure	Customer Support Routing - Configuration Sheet Procedure	542	550	1.0148	yes			0	0	0	0	0.0	0.0	0.0	0.0	69d63cbca5c617449a7a4d82c86d7f149f1c0868e85afedb3183e7702ac1146e	138973cd804d692bce819789b220d5d680394b94d7e1a2c3a1cea8235aacbf61	b71f5d0ee1e37f6f369c1aa60090a8b4bff12c2edc327184cec70233d1cceabd	e6f5d388e26a5394d7101ca775b3a1e48999e4607996fe6c3167b3b084223af6
hard_role_flip_140	hard_oracle_093	full_naturalized_repair	customer support routing	observation trace || source specification	A	B	source specification	observation trace	Customer Support Routing - Source Specification Workflow	Customer Support Routing - Observation Trace Workflow	581	560	1.0375	yes			0	0	0	0	0.0	0.0	0.0	0.0	06171b43670ff45f5ef194c1a08a603c1423f03f7a8e02b442d03605fc2281af	db1cb9a5c66c316b087e204be5d8fb4a7a54abaee7d9506ea187afd3891285af	9360bde23a3ce9590733ce98e69ce3d76f8134b42e4a7b951fb2ed5b27eee18f	e599815526d32bcc473c115d4042a56431c34b4c550bdff80040a7a72f24bbde
